attack_id,target_stage,attack_type,dna_hash,mean,std,max,min
atk_00001,P4,Silent Drift,68f722115c8bd998779d,0.49992969281533184,0.003149796771563438,0.5086441040039062,0.49149376153945923
atk_00002,P4,Silent Drift,bc875ba78b5d12a27e4b,0.4999282570446239,0.003150839782656875,0.5086433291435242,0.4914981424808502
atk_00003,P4,Silent Drift,5df4f8fa6b3c64511a16,0.499927852083655,0.003153493052854585,0.5086461305618286,0.4915026128292084
atk_00004,P4,Silent Drift,ed5995f1f57afabbd4c7,0.49992815595047146,0.0031510097732195897,0.5086452960968018,0.491498202085495
atk_00005,P4,Silent Drift,c4cf46cfb3cfd3d39f60,0.49992865966815575,0.0031506528127526754,0.5086458921432495,0.49149829149246216
atk_00006,P4,Silent Drift,341eeb95aaa71c4f7786,0.4999294351128971,0.00314896578803136,0.5086416006088257,0.49149289727211
atk_00007,P4,Silent Drift,f5d47cf135570f6fd9c8,0.4999280466752894,0.003152518867595249,0.5086467266082764,0.4915006160736084
atk_00008,P4,Silent Drift,f5bbdeec0ab7b415263d,0.4999292825951296,0.003151307284819274,0.5086472630500793,0.49149981141090393
atk_00009,P4,Silent Drift,bbefa4730f4ebe3ac258,0.49993020412968653,0.0031484783512768333,0.5086411833763123,0.4914896786212921
atk_00010,P4,Silent Drift,388e89ef38b62a93d0ad,0.4999306365555408,0.0031477682639937947,0.5086384415626526,0.4914863109588623
atk_00011,P4,Silent Drift,f5d47cf135570f6fd9c8,0.49992777144207673,0.003152711241206948,0.5086469054222107,0.49150198698043823
atk_00012,P4,Silent Drift,2f6dbc4f2bd4ca80c402,0.4999294976393382,0.003149399272135229,0.5086397528648376,0.4914902448654175
atk_00013,P4,Silent Drift,b893fc19075780565a92,0.4999281384196936,0.0031500541741889244,0.5086414217948914,0.4914950728416443
atk_00014,P4,Silent Drift,388e89ef38b62a93d0ad,0.49993060032526654,0.0031481352035454984,0.5086422562599182,0.4914897680282593
atk_00015,P4,Silent Drift,bbefa4730f4ebe3ac258,0.49993035372565775,0.0031486148796606344,0.5086405277252197,0.4914916753768921
atk_00016,P4,Silent Drift,ab915f68ba96d79d7620,0.49992869531407075,0.0031506412043250664,0.5086458325386047,0.4914979040622711
atk_00017,P4,Silent Drift,d1c317660e135b14abfe,0.49992811738276016,0.0031514478785901454,0.5086473822593689,0.4915000796318054
atk_00018,P4,Silent Drift,175707ef1ad5e6408df1,0.49992918617585125,0.0031496494391919164,0.508644700050354,0.4914966821670532
atk_00019,P4,Silent Drift,61d7abf6163d8a9031d3,0.4999269182775535,0.0031532813511017145,0.5086453557014465,0.49150073528289795
atk_00020,P4,Silent Drift,ab915f68ba96d79d7620,0.49992918208533643,0.003150123468809649,0.5086439847946167,0.4914968013763428
atk_00021,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.4999297635228026,0.0031497808828920555,0.5086426734924316,0.4914935827255249
atk_00022,P4,Silent Drift,388e89ef38b62a93d0ad,0.4999302800963907,0.0031477826158574952,0.5086371898651123,0.49148666858673096
atk_00023,P4,Silent Drift,fd6331a036f0e7917a45,0.49993026490304987,0.003148594025503976,0.5086463093757629,0.49149593710899353
atk_00024,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.49992945439675274,0.00314969609393904,0.50864177942276,0.491492360830307
atk_00025,P4,Silent Drift,ab915f68ba96d79d7620,0.499928811601564,0.003150392047719087,0.5086446404457092,0.491497665643692
atk_00026,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.4999288630251791,0.003149433033448057,0.5086402893066406,0.4914906919002533
atk_00027,P4,Silent Drift,f5bbdeec0ab7b415263d,0.49992884491004197,0.0031508578803874877,0.5086448788642883,0.4914979636669159
atk_00028,P4,Silent Drift,b893fc19075780565a92,0.4999285416275847,0.0031500280072225806,0.5086374282836914,0.49149081110954285
atk_00029,P4,Silent Drift,c9a9d2b5e401011ee245,0.49992871401356714,0.003149531150398524,0.5086398124694824,0.4914916157722473
atk_00030,P4,Silent Drift,b893fc19075780565a92,0.49992817055945304,0.003151132136052839,0.5086432099342346,0.49149611592292786
atk_00031,P4,Silent Drift,ab915f68ba96d79d7620,0.4999286170099296,0.003150446294804951,0.5086438655853271,0.4914962947368622
atk_00032,P4,Silent Drift,ac79ee8bdad571ca82c4,0.49992799583603353,0.003152879656474873,0.5086471438407898,0.49150142073631287
atk_00033,P4,Silent Drift,c4cf46cfb3cfd3d39f60,0.49992840547187656,0.003149659876185689,0.5086433291435242,0.49149462580680847
atk_00034,P4,Silent Drift,bbefa4730f4ebe3ac258,0.49993017608044193,0.0031485273292709334,0.5086402297019958,0.4914897680282593
atk_00035,P4,Silent Drift,50d0ccfe86136610aba0,0.499929454981112,0.0031488052167943847,0.5086357593536377,0.4914887547492981
atk_00036,P4,Silent Drift,c4cf46cfb3cfd3d39f60,0.4999285071503882,0.0031496817851665027,0.5086424946784973,0.4914943277835846
atk_00037,P4,Silent Drift,b893fc19075780565a92,0.4999284826072992,0.0031499200311932585,0.5086406469345093,0.49149438738822937
atk_00038,P4,Silent Drift,f5bbdeec0ab7b415263d,0.49992943102238224,0.003150462942493731,0.5086427330970764,0.491493821144104
atk_00039,P4,Silent Drift,f5d47cf135570f6fd9c8,0.49992791986932944,0.0031513552596734882,0.5086427927017212,0.49149656295776367
atk_00040,P4,Silent Drift,7c2c451d1282d845d726,0.4999305307865143,0.0031477834487872677,0.5086366534233093,0.4914858639240265
atk_00041,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.4999295508160311,0.0031499253154542027,0.5086445808410645,0.4914948344230652
atk_00042,P4,Silent Drift,341eeb95aaa71c4f7786,0.4999297471607433,0.003149184808462452,0.5086407661437988,0.4914911687374115
atk_00043,P4,Silent Drift,388e89ef38b62a93d0ad,0.49993061493424806,0.0031480222978807542,0.5086369514465332,0.4914863109588623
atk_00044,P4,Silent Drift,eb49ef4dd27c8c68f1ba,0.4999295367914088,0.0031493963027470423,0.5086413025856018,0.49149289727211
atk_00045,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.4999295245198643,0.0031507353888047423,0.5086472630500793,0.49149587750434875
atk_00046,P4,Silent Drift,388e89ef38b62a93d0ad,0.49993068856351514,0.0031471939577938303,0.5086384415626526,0.4914874732494354
atk_00047,P4,Silent Drift,bc875ba78b5d12a27e4b,0.49992778196054344,0.0031506727559893156,0.5086398124694824,0.49149289727211
atk_00048,P4,Silent Drift,2f6dbc4f2bd4ca80c402,0.4999297763787064,0.003149492650517723,0.508641242980957,0.49149227142333984
atk_00049,P4,Silent Drift,f5bbdeec0ab7b415263d,0.4999288285479826,0.0031512175605601907,0.5086443424224854,0.49149537086486816
atk_00050,P4,Silent Drift,d1c317660e135b14abfe,0.4999285264342439,0.003152145380473988,0.5086482763290405,0.4915018081665039
atk_00051,P4,Silent Drift,901d8cf0a24af26a7079,0.499926803743138,0.003152480771452721,0.5086467862129211,0.49149975180625916
atk_00052,P4,Silent Drift,c9a9d2b5e401011ee245,0.4999292989571889,0.003150139886381047,0.5086419582366943,0.491493821144104
atk_00053,P4,Silent Drift,ac79ee8bdad571ca82c4,0.49992766684176876,0.0031527337661513256,0.5086469054222107,0.49150291085243225
atk_00054,P4,Silent Drift,f5bbdeec0ab7b415263d,0.4999292732453814,0.0031508235445890822,0.5086441040039062,0.4914962351322174
atk_00055,P4,Silent Drift,b893fc19075780565a92,0.4999286900548374,0.003151164858213353,0.5086453557014465,0.49149882793426514
atk_00056,P4,Silent Drift,f5d47cf135570f6fd9c8,0.499928063621708,0.0031528204782642127,0.5086491703987122,0.4915027916431427
atk_00057,P4,Silent Drift,b893fc19075780565a92,0.49992843059932485,0.0031506163299236784,0.5086418390274048,0.491493821144104
atk_00058,P4,Silent Drift,f5d47cf135570f6fd9c8,0.499927678528954,0.0031519449233318045,0.5086408257484436,0.49149414896965027
atk_00059,P4,Silent Drift,d1c317660e135b14abfe,0.49992790233855156,0.0031513357122025213,0.5086429715156555,0.49149829149246216
atk_00060,P4,Silent Drift,341eeb95aaa71c4f7786,0.499929804427951,0.0031490770152614485,0.508641242980957,0.4914911687374115
atk_00061,P4,Silent Drift,67180d4d8f1b96b62630,0.4999282710692462,0.0031525145869815423,0.5086469054222107,0.49150124192237854
atk_00062,P4,Silent Drift,341eeb95aaa71c4f7786,0.49992964723530936,0.0031491087348415932,0.5086413621902466,0.49149128794670105
atk_00063,P4,Silent Drift,cd10da0a09ed16e46ec1,0.4999286339563482,0.0031521675383514875,0.5086483359336853,0.4915015399456024
atk_00064,P4,Silent Drift,388e89ef38b62a93d0ad,0.49993063830861856,0.003146993784549987,0.5086373090744019,0.49148666858673096
atk_00065,P4,Silent Drift,341eeb95aaa71c4f7786,0.4999297757943471,0.0031491468981191297,0.5086430907249451,0.49149399995803833
atk_00066,P4,Silent Drift,f6ea5c9fe26dd38c4c69,0.4999289828188279,0.0031493847444364073,0.5086400508880615,0.4914920926094055
atk_00067,P4,Silent Drift,b893fc19075780565a92,0.4999279590214,0.0031510488073192232,0.5086438059806824,0.49149808287620544
atk_00068,P4,Silent Drift,c9a9d2b5e401011ee245,0.4999297763787064,0.0031503425995892276,0.5086438059806824,0.49149346351623535
atk_00069,P4,Silent Drift,901d8cf0a24af26a7079,0.4999275990560943,0.003152347372975294,0.5086476802825928,0.49150198698043823
atk_00070,P4,Silent Drift,68f722115c8bd998779d,0.4999290091149947,0.003149452070137422,0.5086405277252197,0.49149230122566223
atk_00071,P4,Silent Drift,f5d47cf135570f6fd9c8,0.49992769372229484,0.003151807586339499,0.5086466073989868,0.4915010631084442
atk_00072,P4,Silent Drift,b893fc19075780565a92,0.49992845046753975,0.003150784784260544,0.5086439251899719,0.49149611592292786
atk_00073,P4,Silent Drift,f5bbdeec0ab7b415263d,0.499929043007832,0.003151263055359182,0.5086462497711182,0.49149829149246216
atk_00074,P4,Silent Drift,2f984b90ef868836b137,0.49992986870746986,0.003149336377728329,0.5086352229118347,0.49148574471473694
atk_00075,P4,Silent Drift,ac79ee8bdad571ca82c4,0.4999272840864518,0.003153260626190645,0.5086442232131958,0.491498202085495
atk_00076,P4,Silent Drift,388e89ef38b62a93d0ad,0.4999304215113322,0.0031477667147250636,0.5086370706558228,0.49148574471473694
atk_00077,P4,Silent Drift,d1c317660e135b14abfe,0.4999278935731626,0.0031514534467753322,0.5086447596549988,0.4914971590042114
atk_00078,P4,Silent Drift,153b90ab4e9d5521726f,0.499928836144653,0.003151867604798944,0.508650004863739,0.4915025234222412
atk_00079,P4,Silent Drift,b893fc19075780565a92,0.49992811738276016,0.0031499084398447213,0.5086362361907959,0.4914889633655548
atk_00080,P4,Silent Drift,ab915f68ba96d79d7620,0.4999290669665617,0.0031502728150938192,0.5086438059806824,0.4914957582950592
atk_00081,P4,Silent Drift,bbefa4730f4ebe3ac258,0.49993009543886374,0.0031477430757443064,0.5086411237716675,0.4914933443069458
atk_00082,P4,Silent Drift,f5bbdeec0ab7b415263d,0.49992915754224737,0.0031504957768041116,0.5086438655853271,0.4914953112602234
atk_00083,P4,Silent Drift,ac79ee8bdad571ca82c4,0.49992740797061547,0.0031532218817573133,0.5086464285850525,0.491501122713089
atk_00084,P4,Silent Drift,f5bbdeec0ab7b415263d,0.49992862226916296,0.0031505581919485932,0.5086413621902466,0.49149444699287415
atk_00085,P4,Silent Drift,d1c317660e135b14abfe,0.4999282734066832,0.003151552057736093,0.508645236492157,0.49149981141090393
atk_00086,P4,Silent Drift,f5d47cf135570f6fd9c8,0.4999276458048353,0.0031529756113564196,0.5086464285850525,0.4915013015270233
atk_00087,P4,Silent Drift,b893fc19075780565a92,0.49992842417137295,0.0031502850903123744,0.50864177942276,0.4914942681789398
atk_00088,P4,Silent Drift,f5d47cf135570f6fd9c8,0.499927653985865,0.0031516837701404967,0.5086449384689331,0.491499125957489
atk_00089,P4,Silent Drift,f5d47cf135570f6fd9c8,0.4999280238852781,0.0031527025611613447,0.5086488723754883,0.4915021061897278
atk_00090,P4,Silent Drift,341eeb95aaa71c4f7786,0.49992959756477207,0.003148567299330597,0.5086386799812317,0.49148932099342346
atk_00091,P4,Silent Drift,c9a9d2b5e401011ee245,0.4999292936979556,0.0031497020666994067,0.5086411237716675,0.49149221181869507
atk_00092,P4,Silent Drift,cd10da0a09ed16e46ec1,0.49992828392514993,0.003151652714782078,0.508646547794342,0.4915001392364502
atk_00093,P4,Silent Drift,f5d47cf135570f6fd9c8,0.49992794382805916,0.0031521972202549716,0.5086456537246704,0.49150073528289795
atk_00094,P4,Silent Drift,341eeb95aaa71c4f7786,0.4999298202056511,0.003148652565812084,0.5086410045623779,0.4914897680282593
atk_00095,P4,Silent Drift,f5d47cf135570f6fd9c8,0.49992754354196434,0.003152615821692614,0.5086461305618286,0.49149906635284424
atk_00096,P4,Silent Drift,f5d47cf135570f6fd9c8,0.499927923375485,0.00315138506331703,0.5086438059806824,0.49149733781814575
atk_00097,P4,Silent Drift,b893fc19075780565a92,0.49992815478175295,0.003150707978238626,0.5086426138877869,0.49149587750434875
atk_00098,P4,Silent Drift,b893fc19075780565a92,0.49992769021613925,0.0031509859821302506,0.5086414813995361,0.4914962351322174
atk_00099,P4,Silent Drift,ab915f68ba96d79d7620,0.4999294485531601,0.003151067321327214,0.5086472034454346,0.49149852991104126
atk_00100,P4,Silent Drift,616171b86f38e6ac3a10,0.4999288863995496,0.00315052528673956,0.5086421966552734,0.491494745016098
atk_00101,P4,Silent Drift,fd6331a036f0e7917a45,0.49992957944963495,0.0031486422053935087,0.5086411833763123,0.4914916157722473
atk_00102,P4,Silent Drift,50d0ccfe86136610aba0,0.49992965015710567,0.003148762295897381,0.5086369514465332,0.4914873540401459
atk_00103,P4,Silent Drift,50d0ccfe86136610aba0,0.4999297009963615,0.003148590361301234,0.5086386799812317,0.49149036407470703
atk_00104,P4,Silent Drift,c9a9d2b5e401011ee245,0.4999287473220451,0.0031502423447932375,0.5086421966552734,0.4914933443069458
atk_00105,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.499929477186764,0.0031498342287315764,0.5086440443992615,0.4914942681789398
atk_00106,P4,Silent Drift,f5d47cf135570f6fd9c8,0.49992788948264777,0.0031513729671032785,0.5086416602134705,0.4914966821670532
atk_00107,P4,Silent Drift,f5d47cf135570f6fd9c8,0.4999276335332908,0.0031526708827580127,0.5086468458175659,0.49150192737579346
atk_00108,P4,Silent Drift,bb2e44bed7bb0b212a69,0.49992857084554787,0.0031515428473184006,0.5086508989334106,0.49150359630584717
atk_00109,P4,Silent Drift,c9a9d2b5e401011ee245,0.4999295642562941,0.003150482137194144,0.5086452960968018,0.49149495363235474
atk_00110,P4,Silent Drift,50d0ccfe86136610aba0,0.49993015738094554,0.003149405696681702,0.5086407661437988,0.49149128794670105
atk_00111,P4,Silent Drift,d1c317660e135b14abfe,0.49992819510254205,0.0031515641583667823,0.5086410045623779,0.491494745016098
atk_00112,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.49992941524468215,0.0031496993192158735,0.5086429715156555,0.4914940297603607
atk_00113,P4,Silent Drift,bbefa4730f4ebe3ac258,0.499930470013151,0.0031480441114751616,0.5086414217948914,0.4914911687374115
atk_00114,P4,Silent Drift,341eeb95aaa71c4f7786,0.49992996863290373,0.003148925968569676,0.5086405277252197,0.49148982763290405
atk_00115,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.49992944680008233,0.0031496275453082516,0.5086435079574585,0.4914940297603607
atk_00116,P4,Silent Drift,ab915f68ba96d79d7620,0.4999297629384434,0.003150227647707327,0.5086466670036316,0.49149802327156067
atk_00117,P4,Silent Drift,f5d47cf135570f6fd9c8,0.499927794232088,0.0031515556166602527,0.5086411237716675,0.4914957582950592
atk_00118,P4,Silent Drift,fd6331a036f0e7917a45,0.4999292492866516,0.00314845108243621,0.5086407661437988,0.4914916753768921
atk_00119,P4,Silent Drift,f5bbdeec0ab7b415263d,0.49992850539731043,0.0031504997623462436,0.5086424350738525,0.49149438738822937
atk_00120,P4,Silent Drift,bc875ba78b5d12a27e4b,0.4999275488011977,0.003151079550679554,0.5086414813995361,0.4914940297603607
atk_00121,P4,Silent Drift,d1c317660e135b14abfe,0.4999283382705614,0.0031519656756910093,0.5086454153060913,0.4914992153644562
atk_00122,P4,Silent Drift,5df4f8fa6b3c64511a16,0.4999279140257368,0.0031533863991778962,0.5086479783058167,0.4915025234222412
atk_00123,P4,Silent Drift,388e89ef38b62a93d0ad,0.49993064532092973,0.0031479872554131625,0.5086361765861511,0.4914851784706116
atk_00124,P4,Silent Drift,ab915f68ba96d79d7620,0.4999289582757389,0.003150312774183577,0.5086437463760376,0.4914970397949219
atk_00125,P4,Silent Drift,b893fc19075780565a92,0.4999283598918541,0.0031510145280040642,0.5086421370506287,0.49149346351623535
atk_00126,P4,Silent Drift,f5d47cf135570f6fd9c8,0.4999273314195521,0.0031521287536871263,0.5086424946784973,0.4914959967136383
atk_00127,P4,Silent Drift,c4cf46cfb3cfd3d39f60,0.49992815361303444,0.00315100691217245,0.5086447596549988,0.4914992153644562
atk_00128,P4,Silent Drift,f5d47cf135570f6fd9c8,0.49992767677587624,0.003152350656276331,0.5086462497711182,0.4915010631084442
atk_00129,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.4999292738297406,0.0031497551083330103,0.508644163608551,0.49149414896965027
atk_00130,P4,Silent Drift,bbefa4730f4ebe3ac258,0.49993014510940104,0.003148310325156449,0.5086380243301392,0.49148789048194885
atk_00131,P4,Silent Drift,2f6dbc4f2bd4ca80c402,0.49992964548223157,0.003149441673588435,0.5086402893066406,0.49149081110954285
atk_00132,P4,Silent Drift,f5bbdeec0ab7b415263d,0.49992894308239805,0.003150790629561871,0.5086446404457092,0.49149656295776367
atk_00133,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.49992938953287464,0.003149717484364719,0.508642852306366,0.49149543046951294
atk_00134,P4,Silent Drift,2f6dbc4f2bd4ca80c402,0.49992965424762054,0.003149064039860448,0.5086383819580078,0.49148887395858765
atk_00135,P4,Silent Drift,341eeb95aaa71c4f7786,0.4999297389797136,0.0031488233903696284,0.5086413621902466,0.49149128794670105
atk_00136,P4,Silent Drift,388e89ef38b62a93d0ad,0.49993037826874676,0.00314743501082601,0.5086396932601929,0.49148988723754883
atk_00137,P4,Silent Drift,b893fc19075780565a92,0.4999287952395046,0.003151255187483818,0.5086432099342346,0.4914957582950592
atk_00138,P4,Silent Drift,8378fc8db6be93ab6c6f,0.4999297857284546,0.003148582996717959,0.5086381435394287,0.4914863705635071
atk_00139,P4,Silent Drift,388e89ef38b62a93d0ad,0.49993038060618383,0.0031476570187563657,0.5086371302604675,0.4914867877960205
