Timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
2022-11-11 09:00:00,5.04115534,616.8178,1,1,0,152.33273300000002,7.031723,448.474762,2.641976,1,1,1,1,0,0,1,0.03201229,0.00038433203,906.778748,0,0,0,0,0,0,0.0,378.13382,0.4650746,996.3215,1,1,1,1,1,7.39380932,492.43783600000006,291.9764,157.26736499999998,0.4582158629999999,0.384782881,0.00166437286,0.017230887,1,1,300.868378,3.363983,296.029877,0.0,0,1,1,Attack
2022-11-11 09:00:01,5.04115534,617.83844,1,1,0,152.33273300000002,7.031723,448.474762,2.641976,1,1,1,1,0,0,1,0.03201229,0.00038433203,906.778748,0,0,0,0,0,0,0.0,378.13382,0.463794082,995.936951,1,1,1,1,1,7.39380932,492.43783600000006,291.9764,157.26736499999998,0.4582158629999999,0.3924683,0.00166437286,0.017230887,1,1,301.50921600000004,3.363983,296.542542,0.0,0,1,1,Attack
2022-11-11 09:00:02,5.04115534,617.83844,1,1,0,152.33273300000002,7.031723,448.474762,2.641976,1,1,1,1,0,0,1,0.03201229,0.00038433203,908.0204,0,0,0,0,0,0,0.0,378.13382,0.463794082,996.167664,1,1,1,1,1,7.39380932,492.43783600000006,291.9764,157.26736499999998,0.4582158629999999,0.393108755,0.00166437286,0.0176792741,1,1,301.829651,3.363983,296.862976,0.0,0,1,1,Attack
2022-11-11 09:00:03,5.04115534,618.466431,1,1,0,152.33273300000002,7.031723,448.628571,2.641976,1,1,1,1,0,0,1,0.03201229,0.00038433203,908.0204,0,0,0,0,0,0,0.0,378.13382,0.463794082,995.936951,1,1,1,1,1,7.39380932,492.4891,291.9764,157.26736499999998,0.4582158629999999,0.375816584,0.00166437286,0.0176792741,1,1,301.829651,3.363983,296.862976,0.0,0,1,1,Attack
2022-11-11 09:00:04,5.03090668,618.466431,1,1,0,152.33273300000002,7.031723,448.8849,2.641976,1,1,1,1,0,0,1,0.03201229,0.00038433203,909.0618,0,0,0,0,0,0,0.0,378.13382,0.463794082,995.783142,1,1,1,1,1,7.38964367,492.4891,291.9764,157.26736499999998,0.4582158629999999,0.374919951,0.00166437286,0.0176792741,1,1,301.365021,3.363983,296.174072,0.0,0,1,1,Attack
2022-11-11 09:00:05,5.029946,618.6235,1,1,0,152.33273300000002,7.031723,448.8849,2.641976,1,1,1,1,0,0,1,0.03201229,0.00038433203,909.0618,0,0,0,0,0,0,0.0,378.13382,0.46520263,995.5909,1,1,1,1,1,7.388041499999999,492.4891,291.9764,156.959747,0.460779279,0.384782881,0.00166437286,0.0176792741,1,1,301.2689,3.363983,296.126,0.0,0,1,1,Attack
2022-11-11 09:00:06,5.029946,619.016,1,1,0,152.33273300000002,7.031723,448.8849,2.641976,1,1,1,1,0,0,1,0.03201229,0.00038433203,910.9844,0,0,0,0,0,0,0.0,378.210724,0.4641782339999999,995.283264,1,1,1,1,1,7.388041499999999,492.4891,291.9764,156.8444,0.460779279,0.383502,0.00166437286,0.016654389,1,1,301.2689,3.363983,296.126,0.0,0,1,1,Attack
2022-11-11 09:00:07,5.029946,620.115051,1,1,0,152.33273300000002,7.031723,448.8849,2.641976,1,1,1,1,0,0,1,0.03201229,0.00038433203,911.384949,0,0,0,0,0,0,0.0,378.210724,0.4612331,995.3986,1,1,1,1,1,7.388041499999999,492.4891,291.9764,156.8444,0.458984882,0.3794031,0.00166437286,0.016654389,1,1,301.749542,3.363983,296.670715,0.0,0,1,1,Attack
2022-11-11 09:00:08,5.031547,620.115051,1,1,0,152.33273300000002,7.027878,448.8849,2.641976,1,1,1,1,0,0,1,0.03201229,0.00038433203,913.0672,0,0,0,0,0,0,0.0,378.210724,0.4612331,995.091,1,1,1,1,1,7.388041499999999,492.4891,291.9764,156.8444,0.455652416,0.3938773,0.00166437286,0.016654389,1,1,301.8617,3.363983,296.943085,0.0,0,1,1,Attack
2022-11-11 09:00:09,5.034109,620.115051,1,1,0,152.33273300000002,7.027878,448.8849,2.641976,1,1,1,1,0,0,1,0.03201229,0.00038433203,913.4677,0,0,0,0,0,0,0.0,378.210724,0.463794082,995.052551,1,1,1,1,1,7.388041499999999,492.4891,291.9764,156.19072,0.455652416,0.393236846,0.00166437286,0.0165903326,1,1,301.9418,3.363983,296.943085,0.0,0,1,1,Attack
